STATION,PLATFORM,SERVING LINE,ORIGIN,DESTINATION,CONNECTION,DURATION,TRANSPORT_MODE,DELAY,STATUS
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,3,Stadtbahn,0,On time
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::4,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,19,Bus,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,21,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,24,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,4,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 3,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,4,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Pos. 1,41,Berliner Platz (Liederhalle),Lerchenrainschule,41:Berliner Platz (Liederhalle)-Lerchenrainschule,16,Bus,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,24,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 4,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,24,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Pos. 2,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,20,Bus,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,21,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,24,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,4,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 3,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,4,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 4,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,24,Stadtbahn,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Pos. 2,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,20,Bus,0,On time
BERLINER_PLATZ__LIEDERHALLE,Berliner Platz (Liederhalle)::Gleis 2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,24,Stadtbahn,0,On time
TAL__LANDHAUSSTRASSE,Tal-/Landhausstr.::4,45,Buchwald,Bad Cannstatt Bf,45:Buchwald-Bad Cannstatt Bf,15,Bus,0,On time
TAL__LANDHAUSSTRASSE,Tal-/Landhausstr.::3,45,Bad Cannstatt Bf,Buchwald,45:Bad Cannstatt Bf-Buchwald,15,Bus,0,On time
NECKARPARK,Neckarpark::Gleis 2,S1,Stuttgart Hauptbahnhof (oben),Kirchheim (T),S1:Stuttgart Hauptbahnhof (oben)-Kirchheim (T),37,S-Bahn,0,On time
UNTERTÜRKHEIM,Untertürkheim Bf::Gleis 11,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,28,Stadtbahn,0,On time
UNTERTÜRKHEIM,Untertürkheim::Gleis 6,S1,Stuttgart Hauptbahnhof (oben),Kirchheim (T),S1:Stuttgart Hauptbahnhof (oben)-Kirchheim (T),35,S-Bahn,0,On time
UNTERTÜRKHEIM,Untertürkheim Bf::Gleis 14,U13,Hedelfingen,Eszet,U13:Hedelfingen-Eszet,2,Stadtbahn,0,On time
UNTERTÜRKHEIM,Untertürkheim Bf::Bstg. 2,61,Obertürkheim Bf,Rotenberg,61:Obertürkheim Bf-Rotenberg,9,Bus,0,On time
UNTERTÜRKHEIM,Untertürkheim Bf::Gleis 13,U13,Eszet,Hedelfingen,U13:Eszet-Hedelfingen,7,Stadtbahn,0,On time
UNTERTÜRKHEIM,Untertürkheim Bf::Bstg. 1,60,Untertürkheim Bf,Oeffingen Dieselstraße,60:Untertürkheim Bf-Oeffingen Dieselstraße,36,Bus,0,On time
UNTERTÜRKHEIM,Untertürkheim Bf::Bstg. 3,61,Rotenberg,Obertürkheim Bf,61:Rotenberg-Obertürkheim Bf,7,Bus,0,On time
UNTERTÜRKHEIM,Untertürkheim Bf::Gleis 11,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,28,Stadtbahn,0,On time
UNTERTÜRKHEIM,Untertürkheim Bf::Gleis 14,U13,Hedelfingen,Eszet,U13:Hedelfingen-Eszet,2,Stadtbahn,0,On time
UNTERTÜRKHEIM,Untertürkheim Bf::Gleis 13,U13,Eszet,Hedelfingen,U13:Eszet-Hedelfingen,7,Stadtbahn,0,On time
UNTERTÜRKHEIM,Untertürkheim Bf::Bstg. 1,60,Untertürkheim Bf,Oeffingen Dieselstraße,60:Untertürkheim Bf-Oeffingen Dieselstraße,36,Bus,0,On time
DORNHALDENSTRASSE,Dornhaldenstraße::3,41,Berliner Platz (Liederhalle),Lerchenrainschule,41:Berliner Platz (Liederhalle)-Lerchenrainschule,1,Bus,0,On time
DORNHALDENSTRASSE,Dornhaldenstraße::4,41,Lerchenrainschule,Berliner Platz (Liederhalle),41:Lerchenrainschule-Berliner Platz (Liederhalle),16,Bus,0,On time
MARIENHOSPITAL,Marienhospital::3,41,Berliner Platz (Liederhalle),Lerchenrainschule,41:Berliner Platz (Liederhalle)-Lerchenrainschule,4,Bus,0,On time
MARIENHOSPITAL,Marienhospital::4,41,Lerchenrainschule,Berliner Platz (Liederhalle),41:Lerchenrainschule-Berliner Platz (Liederhalle),14,Bus,0,On time
MARIENHOSPITAL,Marienhospital::3,41,Berliner Platz (Liederhalle),Lerchenrainschule,41:Berliner Platz (Liederhalle)-Lerchenrainschule,4,Bus,0,On time
SALZWIESENSTRASSE,Salzwiesenstraße::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,6,Stadtbahn,0,On time
SALZWIESENSTRASSE,Salzwiesenstraße::3,508,Zuffenhausen Bf,Ludwigsburg ZOB,508:Zuffenhausen Bf-Ludwigsburg ZOB,31,Bus,0,On time
SALZWIESENSTRASSE,Salzwiesenstraße::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),34,Stadtbahn,0,On time
SALZWIESENSTRASSE,Salzwiesenstraße::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,6,Stadtbahn,0,On time
SALZWIESENSTRASSE,Salzwiesenstraße::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),34,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Pos. 1,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,16,Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (Arnulf-Klett-Platz)::7,SEV1,Hauptbf (Arnulf-Klett-Platz),Vaihingen,SEV1:Hauptbf (Arnulf-Klett-Platz)-Vaihingen,,SEV-Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 3,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,27,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 4,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,24,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Pos. 1,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,,Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,20,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,7,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Pos. 2,44,Westbahnhof (Schleife),Killesberg,44:Westbahnhof (Schleife)-Killesberg,13,Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 4,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 3,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,22,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Pos. 3,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (Arnulf-Klett-Platz)::7,SEV1,Hauptbf (Arnulf-Klett-Platz),Vaihingen,SEV1:Hauptbf (Arnulf-Klett-Platz)-Vaihingen,,SEV-Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 4,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,32,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Pos. 4,44,Killesberg,Westbahnhof (Schleife),44:Killesberg-Westbahnhof (Schleife),,Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 3,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,27,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 2,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,20,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Pos. 1,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,16,Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 3,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,21,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Pos. 3,40,Vogelsang,Wagenburgstraße,40:Vogelsang-Wagenburgstraße,8,Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,24,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 4,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,29,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (Arnulf-Klett-Platz)::7,SEV1,Hauptbf (Arnulf-Klett-Platz),Vaihingen,SEV1:Hauptbf (Arnulf-Klett-Platz)-Vaihingen,,SEV-Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 3,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,27,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,20,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 4,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,24,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Pos. 1,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,,Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Pos. 2,44,Westbahnhof (Schleife),Killesberg,44:Westbahnhof (Schleife)-Killesberg,13,Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,7,Stadtbahn,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Pos. 3,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
HAUPTBF__ARNULF_KLETT_PLATZ,Hauptbf (A.-Klett-Pl.)::Gleis 4,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,16,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,36,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,15,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 1,U13,Feuerbach Pfostenwäldle,Mercedesstraße,U13:Feuerbach Pfostenwäldle-Mercedesstraße,10,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,,Bus,0,On time
PRAGSATTEL,Pragsattel::Gleis 2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,21,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,39,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 2,U13,Mercedesstraße,Feuerbach Pfostenwäldle,U13:Mercedesstraße-Feuerbach Pfostenwäldle,8,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,16,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::7,52,Pragsattel,Borkumstraße (Neuw.-siedl.),52:Pragsattel-Borkumstraße (Neuw.-siedl.),34,Bus,0,On time
PRAGSATTEL,Pragsattel::4,57,Pragsattel,Alter Gutshof,57:Pragsattel-Alter Gutshof,9,Bus,0,On time
PRAGSATTEL,Pragsattel::Gleis 1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,36,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,15,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 1,U13,Feuerbach Pfostenwäldle,Mercedesstraße,U13:Feuerbach Pfostenwäldle-Mercedesstraße,10,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,21,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::4,43,Pragsattel,Marienplatz - Feuersee,43:Pragsattel-Marienplatz - Feuersee,,Bus,0,On time
PRAGSATTEL,Pragsattel::Gleis 2,U13,Mercedesstraße,Feuerbach Pfostenwäldle,U13:Mercedesstraße-Feuerbach Pfostenwäldle,8,Stadtbahn,0,On time
PRAGSATTEL,Pragsattel::Gleis 1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,39,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,17,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,35,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,23,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,18,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,38,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,17,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,35,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,23,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,18,Stadtbahn,0,On time
LÖWENTORBRÜCKE,Löwentorbrücke::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,38,Stadtbahn,0,On time
HAUPTBAHNHOF__OBEN,Stuttgart Hauptbahnhof (oben)::Gleis 14,MEX16,Stuttgart Hauptbahnhof (oben),Geislingen (Steige),MEX16:Stuttgart Hauptbahnhof (oben)-Geislingen (Steige),67,R-Bahn,0,On time
HAUPTBAHNHOF__OBEN,Stuttgart Hauptbahnhof (oben)::Gleis 2,S4,Stuttgart Hauptbahnhof (oben),Marbach (N),S4:Stuttgart Hauptbahnhof (oben)-Marbach (N),28,S-Bahn,0,On time
HAUPTBAHNHOF__OBEN,Stuttgart Hauptbahnhof (oben)::Gleis 4,S3,Stuttgart Hauptbahnhof (oben),Backnang,S3:Stuttgart Hauptbahnhof (oben)-Backnang,36,S-Bahn,0,On time
HAUPTBAHNHOF__OBEN,Stuttgart Hauptbahnhof (oben)::Gleis 6,RB14,Stuttgart Hauptbahnhof (oben),Freudenstadt/Rottweil,RB14:Stuttgart Hauptbahnhof (oben)-Freudenstadt/Rottweil,75,R-Bahn,0,On time
HAUPTBAHNHOF__OBEN,Stuttgart Hauptbahnhof (oben)::Gleis 6,RB14,Stuttgart Hauptbahnhof (oben),Freudenstadt/Rottweil,RB14:Stuttgart Hauptbahnhof (oben)-Freudenstadt/Rottweil,91,R-Bahn,0,On time
HAUPTBAHNHOF__OBEN,Stuttgart Hauptbahnhof (oben)::Gleis 1,S6,Stuttgart Hauptbahnhof (oben),Weil der Stadt,S6:Stuttgart Hauptbahnhof (oben)-Weil der Stadt,40,S-Bahn,0,On time
HAUPTBAHNHOF__OBEN,Stuttgart Hauptbahnhof (oben)::Gleis 10,MEX12,Nürtingen,Mosbach-Neckarelz,MEX12:Nürtingen-Mosbach-Neckarelz,69,R-Bahn,0,On time
OLGAECK,Olgaeck::5,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,,Bus,0,On time
OLGAECK,Olgaeck::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,32,Stadtbahn,0,On time
OLGAECK,Olgaeck::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,26,Stadtbahn,0,On time
OLGAECK,Olgaeck::6,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
OLGAECK,Olgaeck::4,44,Westbahnhof (Schleife),Killesberg,44:Westbahnhof (Schleife)-Killesberg,22,Bus,0,On time
OLGAECK,Olgaeck::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,25,Stadtbahn,0,On time
OLGAECK,Olgaeck::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,32,Stadtbahn,0,On time
OLGAECK,Olgaeck::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,20,Stadtbahn,0,On time
OLGAECK,Olgaeck::3,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,14,Bus,0,On time
OLGAECK,Olgaeck::4,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,,Bus,0,On time
OLGAECK,Olgaeck::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
OLGAECK,Olgaeck::5,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,,Bus,0,On time
OLGAECK,Olgaeck::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,27,Stadtbahn,0,On time
OLGAECK,Olgaeck::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,28,Stadtbahn,0,On time
OLGAECK,Olgaeck::6,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
OLGAECK,Olgaeck::2,U12,Dürrlewang,Neckargröningen Remseck,U12:Dürrlewang-Neckargröningen Remseck,32,Stadtbahn,0,On time
OLGAECK,Olgaeck::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,26,Stadtbahn,0,On time
OLGAECK,Olgaeck::4,44,Westbahnhof (Schleife),Killesberg,44:Westbahnhof (Schleife)-Killesberg,22,Bus,0,On time
OLGAECK,Olgaeck::1,U7,Mönchfeld,Nellingen Ostfildern,U7:Mönchfeld-Nellingen Ostfildern,25,Stadtbahn,0,On time
OLGAECK,Olgaeck::1,U12,Neckargröningen Remseck,Dürrlewang,U12:Neckargröningen Remseck-Dürrlewang,20,Stadtbahn,0,On time
OLGAECK,Olgaeck::5,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,,Bus,0,On time
OLGAECK,Olgaeck::2,U6,Flughafen/Messe,Gerlingen,U6:Flughafen/Messe-Gerlingen,32,Stadtbahn,0,On time
OLGAECK,Olgaeck::3,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,14,Bus,0,On time
OLGAECK,Olgaeck::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),,Stadtbahn,0,On time
OLGAECK,Olgaeck::4,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,,Bus,0,On time
OLGAECK,Olgaeck::6,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
OLGAECK,Olgaeck::2,U7,Nellingen Ostfildern,Mönchfeld,U7:Nellingen Ostfildern-Mönchfeld,27,Stadtbahn,0,On time
OLGAECK,Olgaeck::1,U6,Gerlingen,Flughafen/Messe,U6:Gerlingen-Flughafen/Messe,28,Stadtbahn,0,On time
EUGENSPLATZ,Eugensplatz::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,29,Stadtbahn,0,On time
EUGENSPLATZ,Eugensplatz::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,9,Bus,0,On time
EUGENSPLATZ,Eugensplatz::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,4,Bus,0,On time
EUGENSPLATZ,Eugensplatz::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,9,Bus,0,On time
EUGENSPLATZ,Eugensplatz::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,4,Bus,0,On time
EUGENSPLATZ,Eugensplatz::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),11,Stadtbahn,0,On time
EUGENSPLATZ,Eugensplatz::2,U15,Ruhbank (Fernsehturm),Stammheim,U15:Ruhbank (Fernsehturm)-Stammheim,29,Stadtbahn,0,On time
EUGENSPLATZ,Eugensplatz::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,9,Bus,0,On time
EUGENSPLATZ,Eugensplatz::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,4,Bus,0,On time
EUGENSPLATZ,Eugensplatz::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),11,Stadtbahn,0,On time
HEIDEHOFSTRASSE,Heidehofstraße::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,6,Bus,0,On time
HEIDEHOFSTRASSE,Heidehofstraße::1,U15,Stammheim,Ruhbank (Fernsehturm),U15:Stammheim-Ruhbank (Fernsehturm),9,Stadtbahn,0,On time
HEIDEHOFSTRASSE,Heidehofstraße::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,36,Bus,0,On time
